created_at,entry_id,temperatura
2025-02-26T03:28:26+00:00,56,30.06
2025-02-26T03:28:42+00:00,57,30.94
2025-02-26T03:28:58+00:00,58,30.62
2025-02-26T03:29:14+00:00,59,29.9
2025-02-26T03:29:30+00:00,60,30.3
2025-02-26T03:29:47+00:00,61,29.98
2025-02-26T03:30:03+00:00,62,30.54
2025-02-26T03:30:19+00:00,63,30.54
2025-02-26T03:30:35+00:00,64,31.1
2025-02-26T03:30:51+00:00,65,29.73
2025-02-26T03:31:07+00:00,66,30.3
2025-02-26T03:31:23+00:00,67,30.7
2025-02-26T03:31:40+00:00,68,30.54
2025-02-26T03:31:56+00:00,69,30.38
2025-02-26T03:32:12+00:00,70,30.62
2025-02-26T03:32:28+00:00,71,30.14
2025-02-26T03:32:44+00:00,72,30.94
2025-02-26T03:33:00+00:00,73,30.62
2025-02-26T03:33:16+00:00,74,30.94
2025-02-26T03:33:32+00:00,75,30.54
2025-02-26T03:33:49+00:00,76,30.7
2025-02-26T03:34:05+00:00,77,30.3
2025-02-26T03:34:21+00:00,78,30.78
2025-02-26T03:34:37+00:00,79,30.54
2025-02-26T03:34:53+00:00,80,30.7
2025-02-26T03:35:10+00:00,81,30.78
2025-02-26T03:35:26+00:00,82,30.14
2025-02-26T03:35:42+00:00,83,30.54
2025-02-26T03:35:58+00:00,84,30.94
2025-02-26T03:36:14+00:00,85,30.54
2025-02-26T03:36:30+00:00,86,30.62
2025-02-26T03:36:47+00:00,87,30.78
2025-02-26T03:37:03+00:00,88,30.54
2025-02-26T03:37:19+00:00,89,31.02
2025-02-26T03:37:35+00:00,90,29.82
2025-02-26T03:37:51+00:00,91,30.38
2025-02-26T03:38:07+00:00,92,30.94
2025-02-26T03:38:23+00:00,93,31.27
2025-02-26T03:38:40+00:00,94,30.94
2025-02-26T03:38:56+00:00,95,30.46
2025-02-26T03:39:12+00:00,96,30.38
2025-02-26T03:39:28+00:00,97,30.54
2025-02-26T03:39:44+00:00,98,30.78
2025-02-26T03:40:00+00:00,99,31.02
2025-02-26T03:40:17+00:00,100,31.18
2025-02-26T03:40:33+00:00,101,31.02
2025-02-26T03:40:49+00:00,102,31.18
2025-02-26T03:41:05+00:00,103,30.78
2025-02-26T03:41:21+00:00,104,30.7
2025-02-26T03:41:37+00:00,105,30.54
2025-02-26T03:41:54+00:00,106,30.94
2025-02-26T03:42:10+00:00,107,30.7
2025-02-26T03:42:26+00:00,108,30.54
2025-02-26T03:42:42+00:00,109,30.62
2025-02-26T03:42:58+00:00,110,31.18
2025-02-26T03:43:14+00:00,111,30.78
2025-02-26T03:43:30+00:00,112,30.54
2025-02-26T03:43:47+00:00,113,30.62
2025-02-26T03:44:03+00:00,114,30.7
2025-02-26T03:44:19+00:00,115,31.43
2025-02-26T03:44:35+00:00,116,30.14
2025-02-26T03:44:51+00:00,117,30.62
2025-02-26T03:45:07+00:00,118,30.54
2025-02-26T03:45:24+00:00,119,30.94
2025-02-26T03:45:40+00:00,120,30.46
2025-02-26T03:45:56+00:00,121,30.3
2025-02-26T03:46:12+00:00,122,31.35
2025-02-26T03:46:28+00:00,123,31.43
2025-02-26T03:46:44+00:00,124,30.46
2025-02-26T03:47:00+00:00,125,30.06
2025-02-26T03:47:17+00:00,126,31.02
2025-02-26T03:47:33+00:00,127,31.18
2025-02-26T03:47:49+00:00,128,30.78
2025-02-26T03:48:05+00:00,129,31.27
2025-02-26T03:48:21+00:00,130,31.18
2025-02-26T03:48:37+00:00,131,30.94
2025-02-26T03:48:53+00:00,132,30.94
2025-02-26T03:49:10+00:00,133,31.1
2025-02-26T03:49:26+00:00,134,31.59
2025-02-26T03:49:42+00:00,135,31.35
2025-02-26T03:49:58+00:00,136,31.1
2025-02-26T03:50:14+00:00,137,31.02
2025-02-26T03:50:30+00:00,138,31.51
2025-02-26T03:50:47+00:00,139,31.1
2025-02-26T03:51:03+00:00,140,31.27
2025-02-26T03:51:19+00:00,141,31.43
2025-02-26T03:51:35+00:00,142,31.02
2025-02-26T03:51:51+00:00,143,31.43
2025-02-26T03:52:07+00:00,144,31.1
2025-02-26T03:52:23+00:00,145,31.35
2025-02-26T03:52:40+00:00,146,31.02
2025-02-26T03:52:56+00:00,147,30.94
2025-02-26T03:53:12+00:00,148,31.27
2025-02-26T03:53:28+00:00,149,31.35
2025-02-26T03:53:44+00:00,150,30.78
2025-02-26T03:54:00+00:00,151,31.1
2025-02-26T03:54:17+00:00,152,31.02
2025-02-26T03:54:33+00:00,153,31.67
2025-02-26T03:54:49+00:00,154,30.62
2025-02-26T03:55:05+00:00,155,30.62
2025-02-26T03:55:21+00:00,156,30.46
2025-02-26T03:55:37+00:00,157,31.1
2025-02-26T03:55:54+00:00,158,31.02
2025-02-26T03:56:10+00:00,159,30.94
2025-02-26T03:56:26+00:00,160,31.83
2025-02-26T03:56:42+00:00,161,31.35
2025-02-26T03:56:58+00:00,162,31.02
2025-02-26T03:57:14+00:00,163,31.02
2025-02-26T03:57:30+00:00,164,31.59
2025-02-26T03:57:47+00:00,165,30.78
2025-02-26T03:58:03+00:00,166,31.02
2025-02-26T03:58:19+00:00,167,31.1
2025-02-26T03:58:35+00:00,168,31.35
2025-02-26T03:58:51+00:00,169,31.43
2025-02-26T03:59:07+00:00,170,31.43
2025-02-26T03:59:24+00:00,171,31.18
2025-02-26T03:59:40+00:00,172,30.78
2025-02-26T03:59:56+00:00,173,31.27
2025-02-26T04:00:12+00:00,174,31.27
2025-02-26T04:00:28+00:00,175,30.78
2025-02-26T04:00:44+00:00,176,31.1
2025-02-26T04:01:00+00:00,177,31.51
2025-02-26T04:01:17+00:00,178,31.02
2025-02-26T04:01:33+00:00,179,31.27
2025-02-26T04:01:49+00:00,180,31.59
2025-02-26T04:02:05+00:00,181,30.7
2025-02-26T04:02:21+00:00,182,30.78
2025-02-26T04:02:38+00:00,183,31.02
2025-02-26T04:02:54+00:00,184,31.27
2025-02-26T04:03:10+00:00,185,31.27
2025-02-26T04:03:26+00:00,186,30.06
2025-02-26T04:03:42+00:00,187,31.27
2025-02-26T04:03:59+00:00,188,31.1
2025-02-26T04:04:15+00:00,189,30.94
2025-02-26T04:04:31+00:00,190,31.1
2025-02-26T04:04:47+00:00,191,31.27
2025-02-26T04:05:03+00:00,192,30.62
2025-02-26T04:05:19+00:00,193,31.83
2025-02-26T04:05:35+00:00,194,31.27
2025-02-26T04:05:52+00:00,195,31.59
2025-02-26T04:06:08+00:00,196,30.7
2025-02-26T04:06:24+00:00,197,31.35
2025-02-26T04:06:40+00:00,198,31.35
2025-02-26T04:06:56+00:00,199,31.43
2025-02-26T04:07:12+00:00,200,31.43
2025-02-26T04:07:28+00:00,201,30.78
2025-02-26T04:07:45+00:00,202,31.35
2025-02-26T04:08:01+00:00,203,31.51
2025-02-26T04:08:17+00:00,204,31.59
2025-02-26T04:08:33+00:00,205,31.02
2025-02-26T04:08:49+00:00,206,31.59
2025-02-26T04:09:05+00:00,207,31.27
2025-02-26T04:09:22+00:00,208,30.94
2025-02-26T04:09:38+00:00,209,30.7
2025-02-26T04:09:54+00:00,210,31.18
2025-02-26T04:10:10+00:00,211,30.86
2025-02-26T04:10:26+00:00,212,31.35
2025-02-26T04:10:42+00:00,213,31.43
2025-02-26T04:10:58+00:00,214,31.75
2025-02-26T04:11:15+00:00,215,31.1
2025-02-26T04:11:31+00:00,216,31.1
2025-02-26T04:11:47+00:00,217,31.27
2025-02-26T04:12:03+00:00,218,31.02
2025-02-26T04:12:19+00:00,219,31.35
2025-02-26T04:12:35+00:00,220,31.02
2025-02-26T04:12:52+00:00,221,31.27
2025-02-26T04:13:08+00:00,222,31.35
2025-02-26T04:13:24+00:00,223,31.02
2025-02-26T04:13:40+00:00,224,31.27
2025-02-26T04:13:56+00:00,225,31.59
2025-02-26T04:14:12+00:00,226,31.67
2025-02-26T04:14:28+00:00,227,31.51
2025-02-26T04:14:44+00:00,228,31.83
2025-02-26T04:15:01+00:00,229,31.02
2025-02-26T04:15:17+00:00,230,31.43
2025-02-26T04:15:33+00:00,231,30.62
2025-02-26T04:15:49+00:00,232,31.35
2025-02-26T04:16:05+00:00,233,31.02
2025-02-26T04:16:21+00:00,234,30.94
2025-02-26T04:16:38+00:00,235,31.35
2025-02-26T04:16:54+00:00,236,31.67
2025-02-26T04:17:10+00:00,237,31.35
2025-02-26T04:17:26+00:00,238,31.43
2025-02-26T04:17:42+00:00,239,31.43
2025-02-26T04:17:59+00:00,240,31.18
2025-02-26T04:18:15+00:00,241,31.27
2025-02-26T04:18:31+00:00,242,31.99
2025-02-26T04:18:47+00:00,243,31.59
2025-02-26T04:19:03+00:00,244,31.02
2025-02-26T04:19:19+00:00,245,31.27
2025-02-26T04:19:35+00:00,246,30.94
2025-02-26T04:19:52+00:00,247,31.27
2025-02-26T04:20:08+00:00,248,31.59
2025-02-26T04:20:24+00:00,249,31.43
2025-02-26T04:20:40+00:00,250,31.67
2025-02-26T04:20:56+00:00,251,30.46
2025-02-26T04:21:12+00:00,252,31.43
2025-02-26T04:21:29+00:00,253,31.43
2025-02-26T04:21:45+00:00,254,30.62
2025-02-26T04:22:01+00:00,255,31.02
2025-02-26T04:22:17+00:00,256,31.27
2025-02-26T04:22:33+00:00,257,31.59
2025-02-26T04:22:49+00:00,258,30.7
2025-02-26T04:23:06+00:00,259,30.94
2025-02-26T04:23:22+00:00,260,31.02
2025-02-26T04:23:38+00:00,261,31.43
2025-02-26T04:23:54+00:00,262,30.7
2025-02-26T04:24:10+00:00,263,31.51
2025-02-26T04:24:26+00:00,264,31.67
2025-02-26T04:24:43+00:00,265,31.59
2025-02-26T04:24:59+00:00,266,31.18
2025-02-26T04:25:15+00:00,267,30.62
2025-02-26T04:25:31+00:00,268,31.59
2025-02-26T04:25:47+00:00,269,31.43
2025-02-26T04:26:03+00:00,270,31.27
2025-02-26T04:26:19+00:00,271,31.27
2025-02-26T04:26:35+00:00,272,30.94
2025-02-26T04:26:52+00:00,273,30.54
2025-02-26T04:27:08+00:00,274,31.59
2025-02-26T04:27:24+00:00,275,31.18
2025-02-26T04:27:40+00:00,276,31.35
2025-02-26T04:27:56+00:00,277,31.75
2025-02-26T04:28:12+00:00,278,31.1
2025-02-26T04:28:29+00:00,279,31.67
2025-02-26T04:28:45+00:00,280,31.27
2025-02-26T04:29:01+00:00,281,31.27
2025-02-26T04:29:17+00:00,282,30.78
2025-02-26T04:29:33+00:00,283,31.1
2025-02-26T04:29:49+00:00,284,31.27
2025-02-26T04:30:05+00:00,285,31.43
2025-02-26T04:30:22+00:00,286,31.35
2025-02-26T04:30:38+00:00,287,30.94
2025-02-26T04:30:54+00:00,288,31.59
2025-02-26T04:31:10+00:00,289,31.43
2025-02-26T04:31:26+00:00,290,31.67
2025-02-26T04:31:42+00:00,291,31.02
2025-02-26T04:31:58+00:00,292,31.02
2025-02-26T04:32:15+00:00,293,31.35
2025-02-26T04:32:31+00:00,294,31.35
2025-02-26T04:32:47+00:00,295,31.1
2025-02-26T04:33:03+00:00,296,30.94
2025-02-26T04:33:19+00:00,297,31.35
2025-02-26T04:33:35+00:00,298,31.91
2025-02-26T04:33:52+00:00,299,31.1
2025-02-26T04:34:08+00:00,300,31.59
2025-02-26T04:34:24+00:00,301,30.94
2025-02-26T04:34:40+00:00,302,30.62
2025-02-26T04:34:56+00:00,303,31.02
2025-02-26T04:35:12+00:00,304,31.18
2025-02-26T04:35:28+00:00,305,31.1
2025-02-26T04:35:45+00:00,306,30.62
2025-02-26T04:36:01+00:00,307,31.1
2025-02-26T04:36:17+00:00,308,31.51
2025-02-26T04:36:33+00:00,309,30.94
2025-02-26T04:36:49+00:00,310,30.78
2025-02-26T04:37:05+00:00,311,31.27
2025-02-26T04:37:22+00:00,312,30.46
2025-02-26T04:37:38+00:00,313,31.27
2025-02-26T04:37:54+00:00,314,31.35
2025-02-26T04:38:10+00:00,315,31.83
2025-02-26T04:38:26+00:00,316,30.78
2025-02-26T04:38:42+00:00,317,31.1
2025-02-26T04:38:59+00:00,318,31.35
2025-02-26T04:39:15+00:00,319,31.59
2025-02-26T04:39:31+00:00,320,31.35
2025-02-26T04:39:47+00:00,321,30.94
2025-02-26T04:40:03+00:00,322,31.59
2025-02-26T04:40:19+00:00,323,31.91
2025-02-26T04:40:36+00:00,324,31.02
2025-02-26T04:40:52+00:00,325,31.83
2025-02-26T04:41:08+00:00,326,31.35
2025-02-26T04:41:24+00:00,327,31.67
2025-02-26T04:41:40+00:00,328,30.94
2025-02-26T04:41:56+00:00,329,31.35
2025-02-26T04:42:13+00:00,330,31.43
2025-02-26T04:42:29+00:00,331,30.78
2025-02-26T04:42:45+00:00,332,30.94
2025-02-26T04:43:01+00:00,333,31.67
2025-02-26T04:43:17+00:00,334,31.67
2025-02-26T04:43:33+00:00,335,31.59
2025-02-26T04:43:50+00:00,336,30.7
2025-02-26T04:44:06+00:00,337,31.59
2025-02-26T04:44:22+00:00,338,31.59
2025-02-26T04:44:38+00:00,339,31.18
2025-02-26T04:44:54+00:00,340,31.99
2025-02-26T04:45:10+00:00,341,30.94
2025-02-26T04:45:26+00:00,342,31.59
2025-02-26T04:45:43+00:00,343,31.1
2025-02-26T04:45:59+00:00,344,30.54
2025-02-26T04:46:15+00:00,345,31.1
2025-02-26T04:46:31+00:00,346,30.78
2025-02-26T04:46:47+00:00,347,30.94
2025-02-26T04:47:03+00:00,348,31.18
2025-02-26T04:47:19+00:00,349,30.54
2025-02-26T04:47:36+00:00,350,31.18
2025-02-26T04:47:52+00:00,351,31.02
2025-02-26T04:48:08+00:00,352,31.02
2025-02-26T04:48:24+00:00,353,31.27
2025-02-26T04:48:40+00:00,354,31.02
2025-02-26T04:48:56+00:00,355,31.67
2025-02-26T04:49:13+00:00,356,30.7
2025-02-26T04:49:29+00:00,357,31.35
2025-02-26T04:49:45+00:00,358,31.35
2025-02-26T04:50:01+00:00,359,31.02
2025-02-26T04:50:17+00:00,360,31.75
2025-02-26T04:50:33+00:00,361,31.18
2025-02-26T04:50:49+00:00,362,31.59
2025-02-26T04:51:06+00:00,363,31.35
2025-02-26T04:51:22+00:00,364,31.02
2025-02-26T04:51:38+00:00,365,31.02
2025-02-26T04:51:54+00:00,366,31.35
2025-02-26T04:52:10+00:00,367,31.1
2025-02-26T04:52:27+00:00,368,31.1
2025-02-26T04:52:43+00:00,369,31.18
2025-02-26T04:52:59+00:00,370,31.18
2025-02-26T04:53:15+00:00,371,30.78
2025-02-26T04:53:31+00:00,372,31.43
2025-02-26T04:53:47+00:00,373,31.35
2025-02-26T04:54:04+00:00,374,31.27
2025-02-26T04:54:20+00:00,375,31.1
2025-02-26T04:54:36+00:00,376,31.02
2025-02-26T04:54:52+00:00,377,31.43
2025-02-26T04:55:08+00:00,378,31.75
2025-02-26T04:55:24+00:00,379,30.94
2025-02-26T04:55:41+00:00,380,31.02
2025-02-26T04:55:57+00:00,381,30.94
2025-02-26T04:56:13+00:00,382,31.35
2025-02-26T04:56:29+00:00,383,31.02
2025-02-26T04:56:45+00:00,384,31.02
2025-02-26T04:57:01+00:00,385,31.35
2025-02-26T04:57:17+00:00,386,31.35
2025-02-26T04:57:34+00:00,387,31.1
2025-02-26T04:57:50+00:00,388,31.35
2025-02-26T04:58:06+00:00,389,31.18
2025-02-26T04:58:22+00:00,390,31.75
2025-02-26T04:58:38+00:00,391,31.67
2025-02-26T04:58:54+00:00,392,31.02
2025-02-26T04:59:11+00:00,393,30.3
2025-02-26T04:59:27+00:00,394,30.94
2025-02-26T04:59:43+00:00,395,31.18
2025-02-26T04:59:59+00:00,396,31.51
2025-02-26T05:00:15+00:00,397,31.1
2025-02-26T05:00:31+00:00,398,31.43
2025-02-26T05:00:48+00:00,399,31.27
2025-02-26T05:01:04+00:00,400,31.43
2025-02-26T05:01:20+00:00,401,31.1
2025-02-26T05:01:36+00:00,402,31.43
2025-02-26T05:01:52+00:00,403,30.54
2025-02-26T05:02:08+00:00,404,31.35
2025-02-26T05:02:24+00:00,405,31.1
2025-02-26T05:02:41+00:00,406,30.62
2025-02-26T05:02:57+00:00,407,31.75
2025-02-26T05:03:13+00:00,408,30.54
2025-02-26T05:03:29+00:00,409,31.43
2025-02-26T05:03:45+00:00,410,31.75
2025-02-26T05:04:01+00:00,411,31.51
2025-02-26T05:04:17+00:00,412,31.59
2025-02-26T05:04:34+00:00,413,31.1
2025-02-26T05:04:50+00:00,414,31.35
2025-02-26T05:05:06+00:00,415,31.27
2025-02-26T05:05:22+00:00,416,31.18
2025-02-26T05:05:38+00:00,417,31.59
2025-02-26T05:05:54+00:00,418,30.94
2025-02-26T05:06:10+00:00,419,31.83
2025-02-26T05:06:27+00:00,420,30.94
2025-02-26T05:06:43+00:00,421,30.54
2025-02-26T05:06:59+00:00,422,30.94
2025-02-26T05:07:15+00:00,423,31.43
2025-02-26T05:07:31+00:00,424,30.94
2025-02-26T05:07:47+00:00,425,31.43
2025-02-26T05:08:04+00:00,426,31.18
2025-02-26T05:08:20+00:00,427,30.78
2025-02-26T05:08:36+00:00,428,31.67
2025-02-26T05:08:52+00:00,429,31.02
2025-02-26T05:09:08+00:00,430,30.78
2025-02-26T05:09:24+00:00,431,31.59
2025-02-26T05:09:40+00:00,432,31.43
2025-02-26T05:09:57+00:00,433,31.27
2025-02-26T05:10:13+00:00,434,31.67
2025-02-26T05:10:29+00:00,435,30.94
2025-02-26T05:10:45+00:00,436,31.27
2025-02-26T05:11:01+00:00,437,31.1
2025-02-26T05:11:18+00:00,438,30.86
2025-02-26T05:11:34+00:00,439,30.78
2025-02-26T05:11:50+00:00,440,31.59
2025-02-26T05:12:06+00:00,441,30.94
2025-02-26T05:12:22+00:00,442,31.02
2025-02-26T05:12:38+00:00,443,31.1
2025-02-26T05:12:54+00:00,444,31.67
2025-02-26T05:13:10+00:00,445,31.02
2025-02-26T05:13:27+00:00,446,31.27
2025-02-26T05:13:43+00:00,447,30.7
2025-02-26T05:13:59+00:00,448,31.1
2025-02-26T05:14:15+00:00,449,31.1
2025-02-26T05:14:31+00:00,450,31.75
2025-02-26T05:14:47+00:00,451,31.27
2025-02-26T05:15:04+00:00,452,30.62
2025-02-26T05:15:20+00:00,453,31.02
2025-02-26T05:15:36+00:00,454,31.27
2025-02-26T05:15:52+00:00,455,31.59
2025-02-26T05:16:08+00:00,456,31.35
2025-02-26T05:16:24+00:00,457,31.02
2025-02-26T05:16:41+00:00,458,31.18
2025-02-26T05:16:57+00:00,459,31.1
2025-02-26T05:17:13+00:00,460,31.02
2025-02-26T05:17:29+00:00,461,31.67
2025-02-26T05:17:45+00:00,462,30.78
2025-02-26T05:18:01+00:00,463,31.18
2025-02-26T05:18:18+00:00,464,30.94
2025-02-26T05:18:34+00:00,465,31.02
2025-02-26T05:18:50+00:00,466,30.78
2025-02-26T05:19:06+00:00,467,31.35
2025-02-26T05:19:22+00:00,468,31.27
2025-02-26T05:19:38+00:00,469,31.18
2025-02-26T05:19:54+00:00,470,31.35
2025-02-26T05:20:11+00:00,471,31.02
2025-02-26T05:20:27+00:00,472,31.75
2025-02-26T05:20:43+00:00,473,30.78
2025-02-26T05:20:59+00:00,474,30.7
2025-02-26T05:21:15+00:00,475,30.54
2025-02-26T05:21:32+00:00,476,30.94
2025-02-26T05:21:48+00:00,477,30.46
2025-02-26T05:22:04+00:00,478,31.35
2025-02-26T05:22:20+00:00,479,30.62
2025-02-26T05:22:36+00:00,480,30.94
2025-02-26T05:22:52+00:00,481,31.18
2025-02-26T05:23:09+00:00,482,31.27
2025-02-26T05:23:25+00:00,483,31.1
2025-02-26T05:23:41+00:00,484,30.54
2025-02-26T05:23:57+00:00,485,31.27
2025-02-26T05:24:13+00:00,486,30.7
2025-02-26T05:24:29+00:00,487,31.02
2025-02-26T05:24:45+00:00,488,30.7
2025-02-26T05:25:02+00:00,489,31.1
2025-02-26T05:25:18+00:00,490,31.59
2025-02-26T05:25:34+00:00,491,31.27
2025-02-26T05:25:50+00:00,492,31.35
2025-02-26T05:26:06+00:00,493,30.78
2025-02-26T05:26:22+00:00,494,30.94
2025-02-26T05:26:39+00:00,495,31.27
2025-02-26T05:26:55+00:00,496,30.62
2025-02-26T05:27:11+00:00,497,31.02
2025-02-26T05:27:27+00:00,498,30.54
2025-02-26T05:27:43+00:00,499,30.62
2025-02-26T05:27:59+00:00,500,30.62
2025-02-26T05:28:16+00:00,501,31.1
2025-02-26T05:28:32+00:00,502,31.18
2025-02-26T05:28:48+00:00,503,31.1
2025-02-26T05:29:04+00:00,504,30.94
2025-02-26T05:29:20+00:00,505,31.02
2025-02-26T05:29:36+00:00,506,30.7
2025-02-26T05:29:53+00:00,507,31.18
2025-02-26T05:30:09+00:00,508,30.38
2025-02-26T05:30:25+00:00,509,31.18
2025-02-26T05:30:41+00:00,510,31.02
2025-02-26T05:30:57+00:00,511,30.78
2025-02-26T05:31:13+00:00,512,31.67
2025-02-26T05:31:30+00:00,513,30.94
2025-02-26T05:31:46+00:00,514,30.62
2025-02-26T05:32:02+00:00,515,31.18
2025-02-26T05:32:18+00:00,516,31.1
2025-02-26T05:32:34+00:00,517,30.78
2025-02-26T05:32:50+00:00,518,30.62
2025-02-26T05:33:07+00:00,519,30.46
2025-02-26T05:33:23+00:00,520,31.35
2025-02-26T05:33:39+00:00,521,31.1
2025-02-26T05:33:55+00:00,522,30.7
2025-02-26T05:34:11+00:00,523,31.1
2025-02-26T05:34:27+00:00,524,30.62
2025-02-26T05:34:43+00:00,525,30.46
2025-02-26T05:34:59+00:00,526,31.83
2025-02-26T05:35:16+00:00,527,31.1
2025-02-26T05:35:32+00:00,528,30.7
2025-02-26T05:35:48+00:00,529,30.94
2025-02-26T05:36:04+00:00,530,31.02
2025-02-26T05:36:20+00:00,531,30.94
2025-02-26T05:36:36+00:00,532,30.54
2025-02-26T05:36:53+00:00,533,31.02
2025-02-26T05:37:09+00:00,534,31.1
2025-02-26T05:37:25+00:00,535,31.27
2025-02-26T05:37:41+00:00,536,31.1
2025-02-26T05:37:57+00:00,537,31.35
2025-02-26T05:38:13+00:00,538,30.7
2025-02-26T05:38:29+00:00,539,31.35
2025-02-26T05:38:46+00:00,540,30.62
2025-02-26T05:39:02+00:00,541,31.27
2025-02-26T05:39:18+00:00,542,30.7
2025-02-26T05:39:34+00:00,543,31.18
2025-02-26T05:39:50+00:00,544,31.02
2025-02-26T05:40:06+00:00,545,31.02
2025-02-26T05:40:23+00:00,546,31.1
2025-02-26T05:40:39+00:00,547,30.7
2025-02-26T05:40:55+00:00,548,30.7
2025-02-26T05:41:11+00:00,549,30.94
2025-02-26T05:41:27+00:00,550,30.7
2025-02-26T05:41:43+00:00,551,31.59
2025-02-26T05:42:00+00:00,552,30.38
2025-02-26T05:42:16+00:00,553,30.94
2025-02-26T05:42:32+00:00,554,30.7
2025-02-26T05:42:48+00:00,555,31.1
2025-02-26T05:43:04+00:00,556,31.27
2025-02-26T05:43:20+00:00,557,30.54
2025-02-26T05:43:36+00:00,558,30.62
2025-02-26T05:43:53+00:00,559,31.43
2025-02-26T05:44:09+00:00,560,30.38
2025-02-26T05:44:25+00:00,561,30.94
2025-02-26T05:44:41+00:00,562,31.1
2025-02-26T05:44:57+00:00,563,30.7
2025-02-26T05:45:13+00:00,564,31.02
2025-02-26T05:45:30+00:00,565,31.18
2025-02-26T05:45:46+00:00,566,30.94
2025-02-26T05:46:02+00:00,567,31.1
2025-02-26T05:46:18+00:00,568,31.27
2025-02-26T05:46:34+00:00,569,30.94
2025-02-26T05:46:50+00:00,570,31.27
2025-02-26T05:47:06+00:00,571,30.38
2025-02-26T05:47:23+00:00,572,30.7
2025-02-26T05:47:39+00:00,573,30.94
2025-02-26T05:47:55+00:00,574,31.02
2025-02-26T05:48:11+00:00,575,30.78
2025-02-26T05:48:27+00:00,576,31.1
2025-02-26T05:48:43+00:00,577,31.1
2025-02-26T05:49:00+00:00,578,30.7
2025-02-26T05:49:16+00:00,579,31.35
2025-02-26T05:49:32+00:00,580,31.02
2025-02-26T05:49:48+00:00,581,30.62
2025-02-26T05:50:04+00:00,582,30.46
2025-02-26T05:50:20+00:00,583,31.27
2025-02-26T05:50:36+00:00,584,31.35
2025-02-26T05:50:53+00:00,585,31.1
2025-02-26T05:51:09+00:00,586,30.7
2025-02-26T05:51:25+00:00,587,30.7
2025-02-26T05:51:41+00:00,588,30.78
2025-02-26T05:51:57+00:00,589,30.78
2025-02-26T05:52:13+00:00,590,30.7
2025-02-26T05:52:29+00:00,591,31.27
2025-02-26T05:52:46+00:00,592,30.78
2025-02-26T05:53:02+00:00,593,30.46
2025-02-26T05:53:18+00:00,594,31.35
2025-02-26T05:53:34+00:00,595,31.18
2025-02-26T05:53:50+00:00,596,30.78
2025-02-26T05:54:06+00:00,597,30.94
2025-02-26T05:54:23+00:00,598,31.18
2025-02-26T05:54:39+00:00,599,30.94
2025-02-26T05:54:55+00:00,600,31.02
2025-02-26T05:55:11+00:00,601,30.54
2025-02-26T05:55:27+00:00,602,31.02
2025-02-26T05:55:43+00:00,603,30.78
2025-02-26T05:56:00+00:00,604,30.7
2025-02-26T05:56:16+00:00,605,30.86
2025-02-26T05:56:32+00:00,606,31.18
2025-02-26T05:56:48+00:00,607,30.94
